id,name,min_players,max_players,play_time,min_age,published,owned,average_rating,category
63539,Lupus in Tabula,8,24,40,8,2001,1241,5.8643,Bluffing
63543,Horus Heresy,2,2,135,13,2010,3427,6.42004,Science Fiction
63628,The Manhattan Project,2,5,120,13,2012,8842,7.2373,Economic
63628,The Manhattan Project,2,5,120,13,2012,8842,7.2373,Fighting
63740,Hotel Samoa,3,6,60,10,2010,1610,5.90227,Economic
63759,Seeland,2,4,60,9,2010,2322,6.38492,Economic
65200,Asteroyds,2,6,30,10,2010,1565,5.97468,Science Fiction
65225,Road Kill Rally,3,6,90,12,2010,1738,5.94172,Fighting
65334,Flash Duel,2,2,5,0,2010,363,5.76304,Fighting
65515,Nuns on the Run,2,8,45,10,2010,4193,6.31056,Bluffing
65532,Defenders of the Realm,1,4,90,13,2010,5962,7.02643,Fighting
65534,The Ares Project,2,4,60,13,2011,1749,6.00247,Fighting
65534,The Ares Project,2,4,60,13,2011,1749,6.00247,Science Fiction
65581,Hamunaptra: Aventures dans la Grande Pyramide,2,8,60,8,2010,188,5.49899,Fighting
65781,London,2,4,90,13,2010,5294,7.14189,Economic
65889,Seven Card Samurai,2,8,30,9,2010,315,5.50219,Fighting
65901,Age of Industry,2,5,120,13,2010,3011,6.94217,Economic
66076,Industry,3,4,75,10,2010,873,5.71986,Economic
66171,Dragonheart,2,2,30,13,2010,2895,6.30576,Bluffing
66171,Dragonheart,2,2,30,13,2010,2895,6.30576,Fighting
66198,U-Build Monopoly,2,6,30,8,2010,880,5.45386,Economic
66213,Monopoly Revolution,2,6,60,8,2010,277,5.45111,Economic
66214,Samarkand: Routes to Riches,2,5,45,8,2010,1537,6.34817,Economic
66362,Glen More,2,5,70,10,2010,7215,7.14273,Economic
66505,The Speicherstadt,2,5,45,8,2010,4153,6.77778,Economic
66589,Navegador,2,5,90,12,2010,5852,7.31007,Economic
66665,Recicle: Tempos de Crise,2,4,120,14,2010,204,5.70011,Economic
66781,Space Infantry,1,2,60,0,2011,709,5.82833,Science Fiction
66837,1862: Railway Mania in the Eastern Counties,2,8,300,12,2013,399,5.95196,Economic
66849,Safranito,2,4,45,10,2010,1354,6.25428,Economic
67148,Ultimate Werewolf: Compact Edition,5,34,45,8,2010,376,5.72891,Bluffing
67178,Water Lily,2,4,20,7,2010,486,5.80579,Bluffing
67361,Rails of New England,2,5,180,13,2011,406,5.69373,Economic
67888,Lords of Scotland,2,5,35,12,2010,2225,6.22648,Fighting
67917,Colonialism,2,4,90,12,2013,554,5.77058,Bluffing
67919,The Message,3,9,60,15,2009,519,5.81083,Bluffing
67972,Workshop of the World,3,5,90,14,2010,184,5.61062,Economic
68425,Eminent Domain,2,4,45,10,2011,10101,6.94627,Science Fiction
68603,Popular Front,2,6,90,12,2010,358,5.83094,Bluffing
69105,Toledo 1085,2,4,45,12,2010,421,5.55839,Bluffing
69120,Cadwallon: City of Thieves,2,4,45,10,2010,2432,5.95815,Fighting
69278,Nuklear Winter '68,2,3,60,12,2012,590,5.8126,Science Fiction
69552,Panic Station,4,6,40,10,2011,3815,5.89369,Bluffing
69552,Panic Station,4,6,40,10,2011,3815,5.89369,Science Fiction
69601,1880: China,3,7,300,13,2010,224,5.93497,Economic
69779,Polis: Fight for the Hegemony,2,2,120,12,2012,2704,6.87779,Economic
69779,Polis: Fight for the Hegemony,2,2,120,12,2012,2704,6.87779,Fighting
70149,Ora et Labora,1,4,180,13,2011,9359,7.52434,Economic
70324,Duel of the Giants: Eastern Front,2,4,30,10,2010,767,5.62932,Bluffing
71061,DungeonQuest (third edition),1,4,90,13,2010,3909,6.3236,Fighting
71272,Hornet,2,5,45,10,2010,924,5.72524,Bluffing
71593,Charon Inc.,2,5,60,13,2010,723,5.78966,Science Fiction
71668,After Pablo,2,4,120,17,2010,150,5.77164,Economic
71668,After Pablo,2,4,120,17,2010,150,5.77164,Fighting
71721,Space Hulk: Death Angel – The Card Game,1,6,30,13,2010,17194,6.81293,Fighting
71721,Space Hulk: Death Angel – The Card Game,1,6,30,13,2010,17194,6.81293,Science Fiction
71882,Conquest of Planet Earth: The Space Alien Game,1,4,60,12,2010,2392,6.35301,Science Fiction
72125,Eclipse,2,6,200,14,2011,22299,7.85826,Fighting
72125,Eclipse,2,6,200,14,2011,22299,7.85826,Science Fiction
72204,Alien Uprising,1,5,90,13,2014,734,5.66036,Science Fiction
72225,CO₂,1,5,120,12,2012,3779,6.83085,Economic
72269,Toscana,2,5,45,10,2010,145,5.62634,Economic
72287,Mr. Jack Pocket,2,2,15,14,2010,8426,6.76096,Bluffing
72535,Exile Sun,2,6,180,14,2012,456,5.49897,Fighting
72535,Exile Sun,2,6,180,14,2012,456,5.49897,Science Fiction
73171,Earth Reborn,2,4,180,13,2010,5324,7.16659,Bluffing
73171,Earth Reborn,2,4,180,13,2010,5324,7.16659,Fighting
73171,Earth Reborn,2,4,180,13,2010,5324,7.16659,Science Fiction
73313,Elements,2,2,20,8,2010,349,5.82782,Bluffing
73316,Magnum Sal,2,4,90,10,2010,1409,6.38636,Economic
73369,51st State,2,4,90,10,2010,3296,6.52708,Economic
73369,51st State,2,4,90,10,2010,3296,6.52708,Science Fiction
73439,Troyes,1,4,90,12,2010,11817,7.57803,Economic
73472,Pirates vs. Dinosaurs,2,6,90,11,2013,407,5.62892,Fighting
74102,Der Pate,2,4,60,12,2010,447,5.7006,Economic
74233,Fictionaire,4,7,20,10,2010,626,5.61768,Bluffing
74408,Warhammer Fantasy Battle: The Island of Blood,2,2,180,8,2010,404,5.68723,Fighting
75091,Norenberc,2,5,90,12,2010,1022,6.17979,Economic
75212,Grand Cru,2,5,90,12,2010,1140,6.19672,Economic
75223,Utopia Engine,1,1,60,0,2010,805,5.89316,Science Fiction
75333,Target Earth,1,4,90,12,2010,482,5.79215,Science Fiction
75358,Paris Connection,3,6,30,8,2010,2290,6.33628,Economic
75360,Texas & Pacific,2,6,60,0,2010,155,5.63884,Economic
75441,Master of Economy,2,4,120,14,2010,221,5.66434,Economic
75449,Firenze,2,4,60,12,2010,1740,6.65033,Economic
75782,The Phantom League,2,6,90,12,2010,538,5.71417,Fighting
75782,The Phantom League,2,6,90,12,2010,538,5.71417,Science Fiction
76150,Revolver,2,2,45,12,2011,2118,6.28975,Fighting
76417,Poseidon,2,5,120,12,2010,1366,6.30946,Economic
76546,Expedition: Congo River 1884,2,4,60,10,2012,215,5.49252,Bluffing
76684,Launch Pad,2,4,45,10,2010,389,5.51849,Science Fiction
78733,Key Market,2,4,90,12,2010,655,6.27206,Economic
79312,Zombie Survival: The Board Game,1,4,90,13,2010,509,5.54623,Fighting
80771,Dungeon Raiders,3,5,60,8,2011,1705,6.11799,Bluffing
80771,Dungeon Raiders,3,5,60,8,2011,1705,6.11799,Fighting
80869,MUNERA: Familia Gladiatoria,2,4,90,10,2010,257,5.567,Economic
80869,MUNERA: Familia Gladiatoria,2,4,90,10,2010,257,5.567,Fighting
80942,Ranking,3,5,45,8,2010,365,5.50186,Bluffing
81542,Quest: A Time of Heroes,2,5,90,10,2010,810,5.59806,Fighting
81640,Florenza,2,5,200,14,2010,1352,6.3993,Economic
82168,Escape from the Aliens in Outer Space,2,8,45,13,2010,2980,6.37571,Science Fiction
82222,Xia: Legends of a Drift System,3,5,180,12,2014,5303,7.23482,Fighting
82222,Xia: Legends of a Drift System,3,5,180,12,2014,5303,7.23482,Science Fiction
82272,Railroad Barons,2,2,45,12,2010,569,5.68575,Economic
82402,Friesematenten,2,4,45,12,2010,868,5.75546,Economic
82420,Summoner Wars: Guild Dwarves vs Cave Goblins,2,4,30,9,2009,4664,6.96021,Fighting
82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,2,4,30,9,2009,4915,6.9587,Fighting
82424,Bangkok Klongs,2,4,60,10,2010,266,5.68586,Economic
82702,Funfair,3,6,30,8,2010,311,5.58537,Bluffing
83330,Mansions of Madness,2,5,120,13,2011,15443,7.15815,Fighting
83734,Strike of the Eagle,2,4,150,13,2011,1232,6.31043,Bluffing
84159,Junta: Viva el Presidente!,3,5,60,10,2010,1559,5.99949,Fighting
84419,Space Empires: 4X,1,4,180,12,2011,3780,6.89903,Bluffing
84419,Space Empires: 4X,1,4,180,12,2011,3780,6.89903,Science Fiction
84469,Fürstenfeld,2,5,60,13,2010,1237,6.07803,Economic
84772,"Sun, Sea & Sand",2,5,60,10,2010,761,6.09455,Economic
84838,Yomi (second edition),1,4,20,10,2014,584,6.00796,Fighting
84889,Cave Evil,2,4,180,16,2011,588,6.02898,Fighting
85005,The Boss,2,4,40,10,2010,1776,6.39351,Bluffing
85036,20th Century,3,5,120,13,2010,1934,6.3838,Economic
85243,Loch Ness,2,5,45,8,2010,583,5.55685,Bluffing
85394,The Last Banquet,6,25,45,10,2012,813,5.54119,Bluffing
85652,Dystopian Wars,2,0,240,12,2010,475,5.82526,Science Fiction
86246,Drum Roll,2,4,90,12,2011,2166,6.42765,Economic
86955,Munchkin Zombies,3,6,90,10,2011,5691,6.01478,Fighting
87141,ScrumBrawl,2,4,50,13,2011,233,5.62652,Fighting
87200,Dragon Valley,2,4,120,12,2012,363,5.72256,Fighting
87632,Escape of the Dead Minigame,1,1,15,7,2010,199,5.59361,Fighting
87821,Kingdom of Solomon,2,4,60,12,2012,834,6.02764,Economic
87890,Prêt-à-Porter,2,4,90,10,2010,1495,6.48033,Economic
87907,1865: Sardinia,2,4,240,14,2011,260,5.78286,Economic
88016,Briefcase,2,4,60,12,2012,1071,5.82859,Economic
88316,Autokrator,2,4,90,12,2012,238,5.5943,Fighting
88406,Astra Titanus,1,1,45,13,2010,467,5.80824,Science Fiction
88408,Nightfall,2,5,45,12,2011,4702,6.30867,Fighting
88559,Bullfrog Goldfield,2,5,240,16,2011,195,5.64344,Economic
88960,Godzilla: Stomp!,2,5,30,14,2011,293,5.51801,Bluffing
89342,Tomorrow,4,6,90,18,2013,690,5.71808,Bluffing
89342,Tomorrow,4,6,90,18,2013,690,5.71808,Science Fiction
89409,BattleCON: War of Indines,2,4,15,9,2010,2388,6.80944,Fighting
89695,RoboDerby: Express,2,2,45,10,2011,272,5.71543,Science Fiction
89910,"Run, Fight, or Die!",1,4,40,13,2014,2487,6.35927,Fighting
89956,Ninjago: The Board Game,2,4,15,8,2011,286,5.47929,Fighting
90041,Principato,2,4,90,10,2011,1621,5.8718,Economic
90137,Blood Bowl: Team Manager – The Card Game,2,4,90,14,2011,10815,7.16939,Fighting
90305,Cargo Noir,2,5,90,8,2011,3145,6.20164,Economic
90419,Airlines Europe,2,5,75,10,2011,6385,7.08677,Economic
91189,Ristorante Italia,2,5,90,10,2011,751,5.99079,Economic
91536,Quarriors!,2,4,30,14,2011,14920,6.68183,Fighting
91873,Strasbourg,3,5,60,12,2011,2280,6.67775,Economic
92190,Super Dungeon Explore,2,6,120,10,2011,4855,6.45574,Fighting
92319,Olympos,2,5,75,12,2011,2713,6.55371,Fighting
92415,Skull,3,6,45,14,2011,7351,6.82173,Bluffing
92666,Hegemonic,2,6,180,13,2013,1306,5.99499,Economic
92666,Hegemonic,2,6,180,13,2013,1306,5.99499,Science Fiction
93260,Summoner Wars: Master Set,2,4,30,9,2011,11401,7.38047,Fighting
93538,Battleship Galaxies,2,4,70,13,2011,2347,6.11215,Science Fiction
93577,Rocket Jockey,2,4,60,10,2012,376,5.5083,Science Fiction
93724,Black Gold,2,5,120,13,2011,1925,6.1825,Bluffing
93724,Black Gold,2,5,120,13,2011,1925,6.1825,Economic
94255,Warparty,2,4,150,14,2013,293,5.65232,Fighting
94365,Sultans of Karaya,5,15,60,12,2011,404,5.68359,Bluffing
94891,Kabaleo,2,4,15,8,2011,243,5.51114,Bluffing
94915,Munchkin Axe Cop,3,6,90,8,2011,915,5.61145,Fighting
95449,Fame Us,4,8,15,10,2011,188,5.54895,Bluffing
95527,Madeira,2,4,150,12,2013,3733,7.03492,Economic
96007,The New Era,2,5,60,10,2011,1640,6.65488,Economic
96007,The New Era,2,5,60,10,2011,1640,6.65488,Science Fiction
96152,Nightfall: Martial Law,2,5,45,12,2011,2064,6.21847,Fighting
96613,Alcatraz: The Scapegoat,3,4,60,15,2011,1631,6.01239,Bluffing
96765,CardFight!! Vanguard,2,2,0,0,2011,178,5.5638,Fighting
96848,Mage Knight Board Game,1,4,150,14,2011,27089,7.9412,Fighting
97093,Cherokee,2,4,30,10,2011,313,5.59945,Fighting
97273,Upon a Salty Ocean,2,4,120,13,2011,797,5.90938,Economic
97655,Space Maze,2,4,45,12,2011,350,5.59998,Science Fiction
97786,Small World Underground,2,5,90,8,2011,11324,7.12144,Fighting
97842,Last Will,2,5,75,13,2011,7790,7.0547,Economic
97875,Wiraqocha,2,4,60,12,2011,659,5.85048,Fighting
97875,Wiraqocha,2,4,60,12,2011,659,5.85048,Science Fiction
98046,Sake & Samurai,3,8,45,13,2011,284,5.55672,Fighting
98347,Empires of the Void,2,4,120,12,2012,1125,6.016,Science Fiction
98351,Core Worlds,2,5,120,10,2011,4184,6.86196,Science Fiction
98472,Strain,3,7,60,10,2011,287,5.5231,Fighting
98739,Byzantio,2,4,60,10,2013,423,5.66718,Bluffing
98960,Rogue Agent,2,4,90,12,2013,581,5.54024,Science Fiction
99120,The Walking Dead: The Board Game,1,6,45,13,2011,1824,5.6052,Fighting
99132,2019: The ARCTIC,2,4,120,12,2011,170,5.65192,Economic
99132,2019: The ARCTIC,2,4,120,12,2011,170,5.65192,Fighting
99132,2019: The ARCTIC,2,4,120,12,2011,170,5.65192,Science Fiction
99392,Colonial: Europe's Empires Overseas,2,6,120,14,2011,1081,6.21495,Economic
99437,Rumble in the House,3,6,20,8,2011,927,5.73243,Bluffing
99437,Rumble in the House,3,6,20,8,2011,927,5.73243,Fighting
99459,Banjooli Xeet,2,5,30,8,2013,404,5.73447,Bluffing
99630,Rolling Stock,3,5,240,0,2011,197,5.76676,Economic
99770,Arcanum,3,5,45,10,2011,497,5.61753,Bluffing
99791,Road to Enlightenment,2,7,150,12,2012,490,5.57489,Bluffing
99791,Road to Enlightenment,2,7,150,12,2012,490,5.57489,Economic
99875,Martian Dice,2,99,10,8,2011,4239,6.10611,Science Fiction
100679,Ultimate Warriorz,2,8,30,8,2011,1067,6.08692,Fighting
101721,Mage Wars Arena,2,2,90,13,2012,10382,7.41774,Fighting
101786,Dust Tactics: Revised Core Set,2,4,45,14,2011,1024,6.01929,Science Fiction
102104,Star Fluxx,2,6,10,8,2011,7685,6.14637,Science Fiction
102181,In a Grove,3,4,20,9,2011,819,5.78171,Bluffing
102237,Drako,2,2,30,8,2011,1850,6.26444,Fighting
102548,Dungeon Fighter,1,6,45,14,2011,5464,6.60396,Fighting
102652,Sentinels of the Multiverse,1,5,60,8,2011,16079,7.15022,Fighting
102681,21 Mutinies Arrr! Edition,2,5,45,10,2013,236,5.69079,Economic
102794,Caverna: The Cave Farmers,1,7,210,12,2013,21260,8.00926,Economic
103132,Rapa Nui,2,4,40,10,2011,711,6.08513,Economic
103184,The Gnomes of Zavandor,2,4,90,10,2011,984,5.8121,Economic
103191,Pergamemnon,2,5,45,10,2011,397,5.50038,Fighting
103235,Singapore,3,4,90,12,2011,490,5.68632,Economic
103660,VivaJava: The Coffee Game,3,8,90,13,2012,1166,6.21037,Bluffing
103660,VivaJava: The Coffee Game,3,8,90,13,2012,1166,6.21037,Economic
103670,Dust Warfare: Core Rulebook,2,4,120,14,2012,376,5.73672,Science Fiction
103686,Mundus Novus,2,6,60,14,2011,2049,6.23996,Economic
104020,Vanuatu,2,5,90,12,2011,2006,6.74181,Economic
104162,Descent: Journeys in the Dark (Second Edition),2,5,120,14,2012,23248,7.57251,Fighting
104347,Santiago de Cuba,2,4,75,10,2011,3508,6.60126,Economic
104363,Rex: Final Days of an Empire,3,6,120,14,2012,5616,6.77094,Fighting
104363,Rex: Final Days of an Empire,3,6,120,14,2012,5616,6.77094,Science Fiction
104575,Steam Torpedo: First Contact,2,2,40,13,2011,1112,5.68312,Fighting
104581,Panic on Wall Street!,3,11,30,8,2011,1504,6.30121,Economic
104640,Robin Hood,3,5,50,14,2011,251,5.75618,Bluffing
104655,Lemonade Stand,2,4,20,13,2012,747,5.63119,Economic
104710,Wiz-War (eighth edition),2,4,60,14,2012,5627,6.77021,Fighting
104955,Antike Duellum,2,2,75,13,2012,1803,6.46779,Fighting
104994,City Tycoon,2,5,120,10,2011,1022,6.02987,Economic
105037,Tournay,2,4,60,12,2011,3622,6.61944,Economic
105134,Risk Legacy,3,5,60,13,2011,9285,7.2286,Science Fiction
105199,Space Mission,2,5,45,10,2011,437,5.66354,Science Fiction
105551,Archipelago,1,5,240,14,2012,7131,7.10186,Economic
106631,Space Bastards,2,5,90,12,2011,270,5.55903,Science Fiction
106662,Power Grid: The First Sparks,2,6,60,12,2011,3715,6.55452,Economic
106999,Coney Island,2,4,60,10,2011,1038,5.92905,Economic
107190,Flash Duel: Second Edition,1,5,5,0,2011,1038,6.09914,Fighting
107255,Evo (second edition),2,5,60,14,2011,1929,6.47228,Science Fiction
107463,Help Me!,2,6,10,7,2011,248,5.56616,Bluffing
107635,Kairo,2,4,45,8,2012,620,5.72412,Economic
107861,Warriors & Traders,2,6,120,12,2011,762,5.66716,Economic
108044,Nefarious,2,6,45,8,2011,1907,6.09404,Science Fiction
108161,Aquileia,3,5,90,12,2011,634,5.82764,Economic
108377,Space Station,2,6,60,12,2011,355,5.7126,Science Fiction
108554,Super Showdown,2,2,10,12,2012,310,5.51271,Bluffing
108665,Zpocalypse,1,4,100,13,2013,1527,5.73843,Fighting
108687,Puerto Rico: Limited Anniversary Edition,2,5,150,13,2011,4504,7.83905,Economic
108711,The Mystery of the Templars,2,4,150,14,2013,368,5.53728,Economic
108722,Dreadfleet,2,10,60,12,2011,2897,6.10127,Fighting
109125,Wallenstein (second edition),2,5,120,12,2012,1625,6.61174,Economic
109215,Gunship: First Strike!,2,4,30,13,2013,866,5.5772,Science Fiction
109276,Kanban: Automotive Revolution,2,4,120,12,2014,4145,7.20269,Economic
109456,Nova Cry,2,6,90,12,2016,461,5.53752,Science Fiction
110102,Siberia,2,4,60,10,2011,426,5.81868,Economic
110277,Among the Stars,2,4,30,12,2012,7363,6.96184,Science Fiction
111341,The Great Zimbabwe,2,5,150,14,2012,2260,6.90017,Economic
111799,Cuba Libre,1,4,180,0,2013,3029,6.8508,Economic
112138,Krosmaster: Arena,2,4,60,14,2012,5584,6.54393,Fighting
112381,Abaddon,2,4,45,14,2012,469,5.68279,Science Fiction
112445,Disaster Looms!,2,4,90,10,2012,533,5.54985,Economic
112445,Disaster Looms!,2,4,90,10,2012,533,5.54985,Science Fiction
112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2,6,30,15,2012,6026,6.32592,Fighting
112869,Munchkin Apocalypse,3,6,90,10,2012,2278,5.94658,Fighting
112991,Munchkin Conan,3,6,90,10,2012,921,5.68464,Fighting
113293,Article 27: The UN Security Council Game,3,6,30,10,2012,1063,5.96336,Bluffing
113301,Clocks,1,4,30,8,2012,144,5.5855,Bluffing
113636,Edo,2,4,60,12,2012,2122,6.45126,Economic
113927,Nightfall: The Coldest War,2,5,45,12,2012,1167,6.01194,Fighting
114912,Starship Merchants,2,4,90,14,2012,666,5.88486,Science Fiction
115293,Fortress America,2,4,150,0,2012,2000,6.05895,Science Fiction
116981,Star Wars: Battle of Hoth,2,4,15,8,2012,466,5.60357,Science Fiction
117784,Army vs. Aliens,2,2,15,8,2012,347,5.4569,Science Fiction
117854,Kosmonauts,2,4,60,8,2012,422,5.83152,Science Fiction
118025,Waka Waka,2,4,45,10,2012,439,5.61827,Economic
118063,Android: Infiltration,2,6,45,14,2012,4359,6.35087,Science Fiction
118315,Ruse,3,5,30,10,2014,283,5.48132,Science Fiction
118418,Divinare,2,4,30,13,2012,1533,6.22564,Bluffing
118536,Police Precinct,1,6,90,13,2013,2655,6.34976,Bluffing
118703,20th Century Limited,2,5,60,14,2015,267,5.70152,Economic
119012,The Capitals,2,5,120,13,2013,1141,6.20916,Economic
119337,Aeroplanes: Aviation Ascendant,3,5,120,14,2012,933,5.97457,Economic
119407,Dixit Jinx,3,6,15,8,2012,1721,5.65241,Bluffing
119506,Freedom: The Underground Railroad,1,4,120,13,2012,4079,7.04857,Economic
119622,Massilia,2,4,120,14,2014,351,5.49496,Economic
119639,Heap,2,4,30,10,2012,396,5.51539,Fighting
119781,Legacy: Gears of Time,2,4,60,13,2012,1397,6.2389,Science Fiction
119788,Hyperborea,2,6,90,12,2014,3597,6.82825,Fighting
119804,Empire Express,2,4,90,10,2012,387,5.66672,Economic
120268,Monsters and Maidens,2,6,30,8,2014,310,5.48918,Fighting
120426,Redshirts,2,7,30,12,2012,789,5.26906,Science Fiction
120605,Neuroshima: Convoy,2,2,40,10,2012,1808,6.05598,Fighting
120605,Neuroshima: Convoy,2,2,40,10,2012,1808,6.05598,Science Fiction
120677,Terra Mystica,2,5,150,12,2012,27342,8.15106,Economic
120906,Velociraptor! Cannibalism!,3,6,60,8,2013,217,5.44958,Fighting
121193,Grandpa Beck's Cover Your A$$ets,2,6,30,8,2011,460,5.60524,Economic
121410,Steam Park,2,4,60,8,2013,6292,6.69513,Science Fiction
121414,Countdown: Special Ops,1,6,30,12,2013,220,5.47865,Fighting
121787,RYŪ,2,5,0,0,2015,260,5.51082,Science Fiction
122240,Last Night on Earth: Timber Peak,2,6,90,12,2012,2026,6.42023,Fighting
122271,Defenders of the Realm: Battlefields,2,4,30,13,2012,530,5.57136,Fighting
122313,The Doge Ship,2,5,90,13,2012,393,5.59859,Economic
122327,Pirates of the Spanish Main: Shuffling the Deck,2,4,30,8,2012,452,5.59308,Bluffing
122515,Keyflower,2,6,120,12,2012,14301,7.75355,Economic
122522,Smash Up,2,4,45,12,2012,25829,6.75013,Science Fiction
122842,Exodus: Proxima Centauri,2,6,180,14,2012,2433,6.43828,Fighting
122842,Exodus: Proxima Centauri,2,6,180,14,2012,2433,6.43828,Science Fiction
122889,Dominare,2,6,120,12,2012,1226,6.08937,Economic
122890,Mercante,3,5,60,12,2012,747,5.7704,Economic
122943,Scripts and Scribes: The Dice Game,2,5,30,10,2012,495,5.78527,Bluffing
123096,Space Cadets,3,6,120,8,2012,4846,6.39612,Science Fiction
123123,BattleCON: Devastation of Indines,1,5,45,10,2013,3679,7.27169,Fighting
123260,Suburbia,1,4,90,8,2012,17897,7.50512,Economic
123499,City of Iron,2,4,120,13,2013,2086,6.5983,Economic
124044,Tooth & Nail: Factions,2,4,0,0,2012,458,5.64098,Science Fiction
124356,Richelieu,2,4,60,10,2012,246,5.6501,Bluffing
124361,Concordia,2,5,100,13,2013,10659,7.75525,Economic
124545,Town Center,2,4,30,12,2012,424,5.75332,Economic
124708,Mice and Mystics,1,4,120,7,2012,20804,7.2576599999999996,Fighting
124742,Android: Netrunner,2,2,45,14,2012,31903,7.82427,Bluffing
124742,Android: Netrunner,2,2,45,14,2012,31903,7.82427,Science Fiction
124827,Space Cadets: Away Missions,1,6,120,10,2015,1373,6.1921,Fighting
124827,Space Cadets: Away Missions,1,6,120,10,2015,1373,6.1921,Science Fiction
124839,Hoplomachus: The Lost Cities,1,3,60,12,2012,510,5.89961,Fighting
124881,Swordfish,2,6,75,14,2012,241,5.55023,Economic
124960,3012,2,4,60,15,2012,551,5.50022,Science Fiction
125153,The Gallerist,1,4,150,13,2015,5673,7.52058,Economic
125326,Sedition Wars: Battle for Alabaster,2,2,60,12,2013,1405,5.54091,Science Fiction
125605,I'm the Boss!: The Card Game,3,6,45,9,2012,401,5.56928,Economic
125658,Level 7 [Escape],1,4,45,14,2012,1664,5.72864,Science Fiction
125854,Mars Needs Mechanics,2,4,45,10,2013,671,5.60368,Economic
125854,Mars Needs Mechanics,2,4,45,10,2013,671,5.60368,Science Fiction
125943,Corporate America,3,6,120,13,2013,375,5.89024,Economic
126000,Letnisko,2,5,45,8,2013,332,5.74525,Economic
126021,Dropzone Commander,2,4,0,0,2012,322,5.70538,Science Fiction
126025,Rise of the Zombies!,1,8,60,12,2013,324,5.62599,Fighting
126042,Nations,1,5,200,14,2013,9106,7.51418,Economic
126163,Tzolk'in: The Mayan Calendar,2,4,90,13,2012,20103,7.79445,Economic
126239,Twin Tin Bots,2,6,50,10,2013,658,5.87004,Fighting
126613,"Warhammer 40,000 (sixth edition)",2,12,120,12,2012,644,5.83488,Fighting
126613,"Warhammer 40,000 (sixth edition)",2,12,120,12,2012,644,5.83488,Science Fiction
126912,Lady Alice,3,5,30,8,2012,817,5.79511,Bluffing
127023,Kemet,2,5,120,13,2012,11308,7.53791,Fighting
127024,Room 25,1,6,30,13,2013,4759,6.54408,Bluffing
127024,Room 25,1,6,30,13,2013,4759,6.54408,Science Fiction
127282,Al Rashid,2,5,100,13,2012,454,5.79659,Economic
127398,Legends of Andor,2,4,90,10,2012,13132,7.09308,Fighting
127798,Express 01,2,4,60,10,2012,350,5.44356,Economic
127981,Dungeon Heroes,1,2,30,13,2013,701,5.6964,Bluffing
127994,Heroes of Metro City,2,4,60,13,2013,446,5.56197,Science Fiction
128137,Damage Report,2,6,45,10,2014,533,5.68997,Science Fiction
128204,Ars Victor,2,2,60,13,2013,393,5.70702,Science Fiction
128219,Shafausa,2,6,120,8,2012,384,5.5321,Economic
128271,Ginkgopolis,1,5,45,13,2012,3576,7.04766,Science Fiction
128442,Relic,2,4,180,14,2013,4144,6.42173,Science Fiction
128621,Viticulture,2,6,90,13,2013,6320,7.45011,Economic
128666,BANG! 10th Anniversary,3,7,30,8,2012,633,5.80406,Bluffing
128666,BANG! 10th Anniversary,3,7,30,8,2012,633,5.80406,Fighting
128667,Samurai Sword,3,7,40,8,2012,3677,6.31971,Bluffing
128667,Samurai Sword,3,7,40,8,2012,3677,6.31971,Fighting
128698,Vampire Empire,2,2,30,10,2012,933,5.95783,Bluffing
128721,Crisis,1,5,120,14,2016,946,6.27323,Economic
128733,Revolver 2: Last Stand at Malpaso,2,2,45,12,2012,987,5.88231,Bluffing
128733,Revolver 2: Last Stand at Malpaso,2,2,45,12,2012,987,5.88231,Fighting
128780,Pax Porfiriana,1,6,120,12,2012,3309,6.9814,Economic
128882,The Resistance: Avalon,5,10,30,13,2012,22455,7.55243,Bluffing
128898,New Amsterdam,2,5,90,12,2012,1369,6.36622,Economic
128938,Pack of Heroes,2,2,20,10,2014,628,5.69861,Fighting
129029,Brawling Barons,2,3,20,10,2012,415,5.62666,Fighting
129051,Le Havre: The Inland Port,2,2,30,10,2012,4023,6.58288,Economic
129165,Wings of Glory: WW1 Duel Pack,2,2,30,13,2013,444,5.79754,Fighting
129293,Gauntlet of Fools,2,6,30,13,2012,1310,5.74462,Fighting
129359,Munchkin Pathfinder,3,6,90,12,2013,1705,5.73645,Fighting
129380,Mercurius,3,5,60,10,2012,361,5.67109,Economic
129395,Monopoly Millionaire Deal Card Game,2,5,15,8,2012,782,5.59162,Economic
129459,Duel of Ages II,2,8,150,12,2013,2015,6.53073,Fighting
129459,Duel of Ages II,2,8,150,12,2013,2015,6.53073,Science Fiction
129710,Card City,1,4,30,12,2012,631,5.65818,Economic
129731,DreadBall: The Futuristic Sports Game,2,2,90,14,2012,1541,6.25994,Science Fiction
129736,Kakerlakenpoker Royal,2,6,25,8,2012,1230,6.03226,Bluffing
129858,La Venise du Nord,2,4,60,12,2012,254,5.59964,Economic
129904,Shadows over Camelot: The Card Game,1,7,20,0,2012,1928,5.63838,Bluffing
129948,The Palaces of Carrara,2,4,60,10,2012,3391,6.8179,Economic
129951,Teomachia,2,4,30,10,2012,281,5.6533,Bluffing
129951,Teomachia,2,4,30,10,2012,281,5.6533,Fighting
129974,"Warhammer 40,000: Dark Vengeance",2,2,120,10,2012,612,5.76728,Fighting
